subscription_id,user_id,plan_type,start_date,end_date,cancellation_reason,churn_flag,subscription_month,active_days,subscription_period
1733,902,Monthly_499,2024-02-17,2024-05-13,Hard to Cancel,1,2,86.0,Pre-Update
1734,1917,Monthly_499,2024-06-08,,,0,6,,Post-Update
1735,1398,Monthly_499,2024-06-25,2024-07-11,Found Better App,1,6,16.0,Post-Update
1736,373,Quarterly_1299,2024-01-01,2024-01-13,Not Using App,1,1,12.0,Pre-Update
1737,2433,Monthly_499,2024-02-26,,,0,2,,Pre-Update
1738,980,Annual_3999,2024-03-11,,,0,3,,Pre-Update
1739,933,Monthly_499,2024-04-25,,,0,4,,Post-Update
1740,471,Quarterly_1299,2024-04-22,2024-06-21,Hard to Cancel,1,4,60.0,Post-Update
1741,1159,Quarterly_1299,2024-01-28,,,0,1,,Pre-Update
1742,274,Monthly_499,2024-05-07,2024-05-19,Too Expensive,1,5,12.0,Post-Update
1743,656,Annual_3999,2024-01-21,2024-02-25,Found Better App,1,1,35.0,Pre-Update
1744,2583,Monthly_499,2024-03-15,2024-05-06,Hard to Cancel,1,3,52.0,Post-Update
1745,1820,Quarterly_1299,2024-06-15,2024-08-04,Hard to Cancel,1,6,50.0,Post-Update
1746,1681,Monthly_499,2024-05-15,2024-06-23,Too Expensive,1,5,39.0,Post-Update
1747,1302,Annual_3999,2024-04-25,,,0,4,,Post-Update
1748,2226,Monthly_499,2024-02-21,2024-03-23,Found Better App,1,2,31.0,Pre-Update
1749,376,Monthly_499,2024-02-20,,,0,2,,Pre-Update
1750,333,Annual_3999,2024-06-05,,,0,6,,Post-Update
1751,2487,Quarterly_1299,2024-01-12,,,0,1,,Pre-Update
1752,930,Monthly_499,2024-05-01,2024-05-19,Hard to Cancel,1,5,18.0,Post-Update
1753,558,Quarterly_1299,2024-01-07,,,0,1,,Pre-Update
1754,335,Monthly_499,2024-04-13,,,0,4,,Post-Update
1755,411,Quarterly_1299,2024-06-01,,,0,6,,Post-Update
1756,2707,Annual_3999,2024-01-25,,,0,1,,Pre-Update
1757,1058,Annual_3999,2024-03-13,,,0,3,,Pre-Update
1758,2485,Monthly_499,2024-04-07,,,0,4,,Post-Update
1759,1692,Quarterly_1299,2024-03-31,,,0,3,,Post-Update
1760,855,Monthly_499,2024-05-24,2024-06-04,Hard to Cancel,1,5,11.0,Post-Update
1761,78,Monthly_499,2024-03-29,2024-06-19,Hard to Cancel,1,3,82.0,Post-Update
1762,2547,Annual_3999,2024-02-24,,,0,2,,Pre-Update
1763,2237,Monthly_499,2024-06-18,,,0,6,,Post-Update
1764,2878,Monthly_499,2024-03-13,2024-05-11,Found Better App,1,3,59.0,Pre-Update
1765,1806,Annual_3999,2024-03-03,,,0,3,,Pre-Update
1766,2555,Annual_3999,2024-05-08,,,0,5,,Post-Update
1767,886,Quarterly_1299,2024-06-12,,,0,6,,Post-Update
1768,705,Quarterly_1299,2024-06-13,2024-08-14,Found Better App,1,6,62.0,Post-Update
1769,2971,Annual_3999,2024-06-25,,,0,6,,Post-Update
1770,1061,Monthly_499,2024-06-15,,,0,6,,Post-Update
1771,149,Monthly_499,2024-03-22,2024-05-02,Too Expensive,1,3,41.0,Post-Update
1772,1919,Monthly_499,2024-03-31,2024-05-16,Found Better App,1,3,46.0,Post-Update
1773,853,Monthly_499,2024-04-25,,,0,4,,Post-Update
1774,2171,Quarterly_1299,2024-03-11,,,0,3,,Pre-Update
1775,351,Monthly_499,2024-04-05,,,0,4,,Post-Update
1776,1582,Monthly_499,2024-06-28,,,0,6,,Post-Update
1777,937,Monthly_499,2024-06-12,2024-07-18,Found Better App,1,6,36.0,Post-Update
1778,2837,Monthly_499,2024-05-19,,,0,5,,Post-Update
1779,2404,Monthly_499,2024-05-05,2024-06-03,Hard to Cancel,1,5,29.0,Post-Update
1780,2867,Annual_3999,2024-05-18,2024-07-09,Hard to Cancel,1,5,52.0,Post-Update
1781,1382,Annual_3999,2024-05-02,,,0,5,,Post-Update
1782,2014,Quarterly_1299,2024-04-13,,,0,4,,Post-Update
1783,2873,Quarterly_1299,2024-02-23,2024-03-06,Not Using App,1,2,12.0,Pre-Update
1784,2987,Quarterly_1299,2024-01-24,,,0,1,,Pre-Update
1785,2615,Monthly_499,2024-03-16,2024-04-20,Hard to Cancel,1,3,35.0,Post-Update
1786,2470,Quarterly_1299,2024-04-25,,,0,4,,Post-Update
1787,869,Monthly_499,2024-03-09,,,0,3,,Pre-Update
1788,1939,Monthly_499,2024-03-16,,,0,3,,Post-Update
1789,579,Monthly_499,2024-03-06,2024-05-16,Not Using App,1,3,71.0,Pre-Update
1790,1316,Monthly_499,2024-04-09,,,0,4,,Post-Update
1791,780,Monthly_499,2024-05-18,,,0,5,,Post-Update
1792,1697,Monthly_499,2024-01-01,,,0,1,,Pre-Update
1793,2868,Monthly_499,2024-01-06,2024-01-18,Found Better App,1,1,12.0,Pre-Update
1794,2687,Quarterly_1299,2024-03-29,2024-04-16,Not Using App,1,3,18.0,Post-Update
1795,984,Monthly_499,2024-03-22,,,0,3,,Post-Update
1796,61,Monthly_499,2024-02-09,2024-03-22,Not Using App,1,2,42.0,Pre-Update
1797,1390,Monthly_499,2024-05-07,2024-06-14,Hard to Cancel,1,5,38.0,Post-Update
1798,1451,Monthly_499,2024-01-18,,,0,1,,Pre-Update
1799,140,Quarterly_1299,2024-05-18,2024-08-01,Too Expensive,1,5,75.0,Post-Update
1800,1195,Monthly_499,2024-02-18,,,0,2,,Pre-Update
